file_path,route_path,file_role,owner,owner_type,status,primary_evidence,secondary_evidence,confidence,notes
"src\app\dashboard\healthcare\queue\tv\page.tsx","/dashboard/healthcare/queue/tv","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\reports\clinical\page.tsx","/dashboard/healthcare/reports/clinical","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\reports\page.tsx","/dashboard/healthcare/reports","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\reports\revenue\page.tsx","/dashboard/healthcare/reports/revenue","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\reports\treatment\page.tsx","/dashboard/healthcare/reports/treatment","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\salary\page.tsx","/dashboard/healthcare/salary","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\schedules\page.tsx","/dashboard/healthcare/schedules","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\hospital\admissions\page.tsx","/dashboard/hospital/admissions","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\ancillary\page.tsx","/dashboard/hospital/ancillary","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\beds\page.tsx","/dashboard/hospital/beds","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\bhyt\page.tsx","/dashboard/hospital/bhyt","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\billing\page.tsx","/dashboard/hospital/billing","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\care-pathway\page.tsx","/dashboard/hospital/care-pathway","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\contracts\page.tsx","/dashboard/hospital/contracts","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\icu-dispatch\page.tsx","/dashboard/hospital/icu-dispatch","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\incidents\page.tsx","/dashboard/hospital/incidents","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\mar\page.tsx","/dashboard/hospital/mar","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\nursing-vitals\page.tsx","/dashboard/hospital/nursing-vitals","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\page.tsx","/dashboard/hospital","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\pharmacy\page.tsx","/dashboard/hospital/pharmacy","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\queue\page.tsx","/dashboard/hospital/queue","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\reports\page.tsx","/dashboard/hospital/reports","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\reports\revenue\page.tsx","/dashboard/hospital/reports/revenue","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\safety\audit\page.tsx","/dashboard/hospital/safety/audit","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\safety\incidents\page.tsx","/dashboard/hospital/safety/incidents","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hospital\workforce\page.tsx","/dashboard/hospital/workforce","page","Hospital","Product","KNOWN","Product boundary: @/products/bella-hospital","Layout: /dashboard/hospital","High","Hospital product"
"src\app\dashboard\hr\attendance-payroll\page.tsx","/dashboard/hr/attendance-payroll","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\hr\leave-requests\page.tsx","/dashboard/hr/leave-requests","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\hr\page.tsx","/dashboard/hr","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\hr\performance\page.tsx","/dashboard/hr/performance","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\hr\workforce\page.tsx","/dashboard/hr/workforce","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\dashboard\inventory\page.tsx","/dashboard/inventory","page","Inventory","Platform","KNOWN","Cross-product inventory","Inventory management","High","Platform inventory management"
"src\app\dashboard\layout.tsx","/dashboard (layout)","layout","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\loading.tsx","/dashboard (loading)","loading","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\marketing\page.tsx","/dashboard/marketing","page","Marketing","Platform","KNOWN","Cross-product marketing","Marketing dashboard","High","Platform marketing"
"src\app\dashboard\marketplace\page.tsx","/dashboard/marketplace","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\medical\accounting\page.tsx","/dashboard/medical/accounting","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\appointments\page.tsx","/dashboard/medical/appointments","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\billing\page.tsx","/dashboard/medical/billing","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\contracts\page.tsx","/dashboard/medical/contracts","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\encounters\[id]\page.tsx","/dashboard/medical/encounters/[id]","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\encounters\page.tsx","/dashboard/medical/encounters","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\finance\page.tsx","/dashboard/medical/finance","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\imaging\page.tsx","/dashboard/medical/imaging","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\laboratory\page.tsx","/dashboard/medical/laboratory","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\page.tsx","/dashboard/medical","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\patients\page.tsx","/dashboard/medical/patients","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\pharmacy\page.tsx","/dashboard/medical/pharmacy","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\queue\page.tsx","/dashboard/medical/queue","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\queue\tv\page.tsx","/dashboard/medical/queue/tv","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\reports\clinical\page.tsx","/dashboard/medical/reports/clinical","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\reports\page.tsx","/dashboard/medical/reports","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\reports\revenue\page.tsx","/dashboard/medical/reports/revenue","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\reports\treatment\page.tsx","/dashboard/medical/reports/treatment","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\salary\page.tsx","/dashboard/medical/salary","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\medical\schedules\page.tsx","/dashboard/medical/schedules","page","Medical Clinic","Product","KNOWN","Re-export from /healthcare shared UI","Layout: /dashboard/medical","High","Medical Clinic product using Healthcare shared UI"
"src\app\dashboard\operations\inventory\page.tsx","/dashboard/operations/inventory","page","Operations","Platform","KNOWN","Cross-product operations","Operations dashboard","High","Platform operations"
"src\app\dashboard\operations\ktv-performance\page.tsx","/dashboard/operations/ktv-performance","page","Operations","Platform","KNOWN","Cross-product operations","Operations dashboard","High","Platform operations"
"src\app\dashboard\operations\page.tsx","/dashboard/operations","page","Operations","Platform","KNOWN","Cross-product operations","Operations dashboard","High","Platform operations"
"src\app\dashboard\operations\sessions\page.tsx","/dashboard/operations/sessions","page","Operations","Platform","KNOWN","Cross-product operations","Operations dashboard","High","Platform operations"
"src\app\dashboard\organization\page.tsx","/dashboard/organization","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\page.tsx","/dashboard","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\payroll\employees\[employeeId]\detail\error.tsx","/dashboard/payroll/employees/[employeeId]/detail (error)","error","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\payroll\employees\[employeeId]\detail\loading.tsx","/dashboard/payroll/employees/[employeeId]/detail (loading)","loading","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\payroll\employees\[employeeId]\detail\not-found.tsx","/dashboard/payroll/employees/[employeeId]/detail (not-found)","not-found","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\payroll\employees\[employeeId]\detail\page.tsx","/dashboard/payroll/employees/[employeeId]/detail","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\payroll\page.tsx","/dashboard/payroll","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\product-sales\page.tsx","/dashboard/product-sales","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\real-estate\admin\page.tsx","/dashboard/real-estate/admin","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\apartments\page.tsx","/dashboard/real-estate/apartments","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\bi-analytics\page.tsx","/dashboard/real-estate/bi-analytics","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\contracts\page.tsx","/dashboard/real-estate/contracts","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\customers\page.tsx","/dashboard/real-estate/customers","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\documents\page.tsx","/dashboard/real-estate/documents","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\global-search\page.tsx","/dashboard/real-estate/global-search","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\hr\page.tsx","/dashboard/real-estate/hr","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\layout.tsx","/dashboard/real-estate (layout)","layout","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\leads\page.tsx","/dashboard/real-estate/leads","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\marketing\page.tsx","/dashboard/real-estate/marketing","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\org-chart\page.tsx","/dashboard/real-estate/org-chart","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\page.tsx","/dashboard/real-estate","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\people\page.tsx","/dashboard/real-estate/people","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\projects\page.tsx","/dashboard/real-estate/projects","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\reports\page.tsx","/dashboard/real-estate/reports","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\real-estate\support\page.tsx","/dashboard/real-estate/support","page","Real Estate","Product","KNOWN","Product boundary: @/modules/real_estate","Layout: /dashboard/real-estate","High","Real Estate product (bella-land)"
"src\app\dashboard\recommendations\page.tsx","/dashboard/recommendations","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\rules\[ruleId]\edit\page.tsx","/dashboard/rules/[ruleId]/edit","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\dashboard\rules\[ruleId]\page.tsx","/dashboard/rules/[ruleId]","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\dashboard\rules\[ruleId]\test\page.tsx","/dashboard/rules/[ruleId]/test","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\dashboard\rules\[ruleId]\versions\page.tsx","/dashboard/rules/[ruleId]/versions","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\dashboard\rules\new\page.tsx","/dashboard/rules/new","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\dashboard\rules\page.tsx","/dashboard/rules","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\dashboard\salary\[employeeId]\detail\page.tsx","/dashboard/salary/[employeeId]/detail","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\salary\adjustments\page.tsx","/dashboard/salary/adjustments","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\salary\page.tsx","/dashboard/salary","page","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\dashboard\services\page.tsx","/dashboard/services","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\sessions\page.tsx","/dashboard/sessions","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\settings\page.tsx","/dashboard/settings","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\support\tickets\page.tsx","/dashboard/support/tickets","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\system-monitor\page.tsx","/dashboard/system-monitor","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\training\classes\page.tsx","/dashboard/training/classes","page","Training","Platform","KNOWN","Cross-product training","Training management","High","Platform training management"
"src\app\dashboard\training\courses\page.tsx","/dashboard/training/courses","page","Training","Platform","KNOWN","Cross-product training","Training management","High","Platform training management"
"src\app\dashboard\training\enrollments\page.tsx","/dashboard/training/enrollments","page","Training","Platform","KNOWN","Cross-product training","Training management","High","Platform training management"
"src\app\dashboard\training\page.tsx","/dashboard/training","page","Training","Platform","KNOWN","Cross-product training","Training management","High","Platform training management"
"src\app\dashboard\training\students\page.tsx","/dashboard/training/students","page","Training","Platform","KNOWN","Cross-product training","Training management","High","Platform training management"
"src\app\dashboard\waitlist\[entryId]\page.tsx","/dashboard/waitlist/[entryId]","page","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\dashboard\waitlist\page.tsx","/dashboard/waitlist","page","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\hq\financial-overview\page.tsx","/hq/financial-overview","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced"
"src\app\hq\page.tsx","/hq","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced"
"src\app\ktv\dashboard\page.tsx","/ktv/dashboard","page","Beauty/Spa","Product","KNOWN","KTV service provider context","Spa product boundary","High","Beauty/Spa product (KTV portal)"
"src\app\ktv\earnings\page.tsx","/ktv/earnings","page","Beauty/Spa","Product","KNOWN","KTV service provider context","Spa product boundary","High","Beauty/Spa product (KTV portal)"
"src\app\ktv\guides\page.tsx","/ktv/guides","page","Beauty/Spa","Product","KNOWN","KTV service provider context","Spa product boundary","High","Beauty/Spa product (KTV portal)"
"src\app\ktv\layout.tsx","/ktv (layout)","layout","Beauty/Spa","Product","KNOWN","KTV service provider context","Spa product boundary","High","Beauty/Spa product (KTV portal)"
"src\app\ktv\leaderboard\page.tsx","/ktv/leaderboard","page","Beauty/Spa","Product","KNOWN","KTV service provider context","Spa product boundary","High","Beauty/Spa product (KTV portal)"
"src\app\layout.tsx","/layout.tsx","layout","Platform Core","Platform","KNOWN","Root layout/page","Platform entry point","High","Platform root"
"src\app\login-static\page.tsx","/login-static","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Requires investigation"
"src\app\page.tsx","/page.tsx","page","Platform Core","Platform","KNOWN","Root layout/page","Platform entry point","High","Platform root"
"src\app\partner\activate\page.tsx","/partner/activate","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\application-status\page.tsx","/partner/application-status","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\bookings\page.tsx","/partner/bookings","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\commission\page.tsx","/partner/commission","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\dashboard\page.tsx","/partner/dashboard","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\documents\page.tsx","/partner/documents","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\inbox\page.tsx","/partner/inbox","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\inventory\page.tsx","/partner/inventory","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\layout.tsx","/partner (layout)","layout","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\leads\page.tsx","/partner/leads","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\page.tsx","/partner","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\profile\page.tsx","/partner/profile","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\register\page.tsx","/partner/register","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\partner\verify\page.tsx","/partner/verify","page","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\portal\[token]\page.tsx","/portal/[token]","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced"
"src\app\products\fresh-food\page.tsx","/products/fresh-food","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Requires investigation"
"src\app\products\kids-clothing\page.tsx","/products/kids-clothing","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Requires investigation"
"src\app\student\dashboard\page.tsx","/student/dashboard","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced"
"src\app\workforce\approvals\page.tsx","/workforce/approvals","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\attendance\page.tsx","/workforce/attendance","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\calendar\page.tsx","/workforce/calendar","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\commission\page.tsx","/workforce/commission","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\customers\page.tsx","/workforce/customers","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\dashboard\page.tsx","/workforce/dashboard","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\documents\page.tsx","/workforce/documents","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\inbox\page.tsx","/workforce/inbox","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\inventory\page.tsx","/workforce/inventory","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\kpi\page.tsx","/workforce/kpi","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\layout.tsx","/workforce (layout)","layout","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\leads\[id]\page.tsx","/workforce/leads/[id]","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\leads\page.tsx","/workforce/leads","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\page.tsx","/workforce","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\profile\page.tsx","/workforce/profile","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\tasks\page.tsx","/workforce/tasks","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
"src\app\workforce\transactions\page.tsx","/workforce/transactions","page","Workforce Management","Platform","KNOWN","Service layer: @/services/workforce-actions","Layout: /workforce","High","Platform workforce management"
